(1.000000, 0.000000)
(1.000000, 0.698065)
(1.000000, 1.396129)
(0.242959, 1.902514)
(0.124861, 1.902514)
(0.123989, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902514)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123990, 1.902513)
(0.123991, 1.902513)
(0.123393, 1.902513)
(0.970037, 1.902513)
(0.970037, 2.522053)
(0.970037, 3.141593)
(0.000000, 3.141593)
